video_id,video_title,video_artist,date,views
1,Hello,Adele,22-Oct-15,7226
1,Hello,Adele,23-Oct-15,26972746
1,Hello,Adele,24-Oct-15,22785332
1,Hello,Adele,25-Oct-15,19056224
1,Hello,Adele,26-Oct-15,19625303
1,Hello,Adele,27-Oct-15,20464772
1,Hello,Adele,28-Oct-15,19840644
1,Hello,Adele,29-Oct-15,17823318
1,Hello,Adele,30-Oct-15,17221084
1,Hello,Adele,31-Oct-15,14998106
1,Hello,Adele,1-Nov-15,14230319
1,Hello,Adele,2-Nov-15,13653099
1,Hello,Adele,3-Nov-15,14261443
1,Hello,Adele,4-Nov-15,14775959
1,Hello,Adele,5-Nov-15,15160960
1,Hello,Adele,6-Nov-15,15634019
1,Hello,Adele,7-Nov-15,15366290
1,Hello,Adele,8-Nov-15,13513136
1,Hello,Adele,9-Nov-15,12790230
1,Hello,Adele,10-Nov-15,12917517
1,Hello,Adele,11-Nov-15,13125233
1,Hello,Adele,12-Nov-15,12748718
1,Hello,Adele,13-Nov-15,12531723
1,Hello,Adele,14-Nov-15,11565819
1,Hello,Adele,15-Nov-15,10425539
1,Hello,Adele,16-Nov-15,9932462
1,Hello,Adele,17-Nov-15,10747964
1,Hello,Adele,18-Nov-15,11355614
1,Hello,Adele,19-Nov-15,11131491
1,Hello,Adele,20-Nov-15,12272309
1,Hello,Adele,21-Nov-15,12404376
1,Hello,Adele,22-Nov-15,12358018
1,Hello,Adele,23-Nov-15,11908944
1,Hello,Adele,24-Nov-15,11286073
1,Hello,Adele,25-Nov-15,11423244
1,Hello,Adele,26-Nov-15,11189820
1,Hello,Adele,27-Nov-15,11438957
1,Hello,Adele,28-Nov-15,12660499
1,Hello,Adele,29-Nov-15,11465785
1,Hello,Adele,30-Nov-15,10896570
1,Hello,Adele,1-Dec-15,11369182
1,Hello,Adele,2-Dec-15,11475151
1,Hello,Adele,3-Dec-15,11721144
1,Hello,Adele,4-Dec-15,11872771
1,Hello,Adele,5-Dec-15,12400380
1,Hello,Adele,6-Dec-15,11121649
1,Hello,Adele,7-Dec-15,10723719
1,Hello,Adele,8-Dec-15,13163727
1,Hello,Adele,9-Dec-15,14022378
1,Hello,Adele,10-Dec-15,13006871
1,Hello,Adele,11-Dec-15,10181677
1,Hello,Adele,12-Dec-15,10118414
1,Hello,Adele,13-Dec-15,9005226
1,Hello,Adele,14-Dec-15,8984936
1,Hello,Adele,15-Dec-15,9164380
1,Hello,Adele,16-Dec-15,9087029
1,Hello,Adele,17-Dec-15,9020498
1,Hello,Adele,18-Dec-15,9686259
1,Hello,Adele,19-Dec-15,9979231
1,Hello,Adele,20-Dec-15,8876057
1,Hello,Adele,21-Dec-15,9038242
1,Hello,Adele,22-Dec-15,9327221
1,Hello,Adele,23-Dec-15,9496025
1,Hello,Adele,24-Dec-15,9588385
1,Hello,Adele,25-Dec-15,8922985
1,Hello,Adele,26-Dec-15,8745772
1,Hello,Adele,27-Dec-15,7980720
1,Hello,Adele,28-Dec-15,8129009
1,Hello,Adele,29-Dec-15,8352093
1,Hello,Adele,30-Dec-15,8605647
1,Hello,Adele,31-Dec-15,9899638
1,Hello,Adele,1-Jan-16,7017939
1,Hello,Adele,2-Jan-16,7721091
1,Hello,Adele,3-Jan-16,7284214
1,Hello,Adele,4-Jan-16,7255222
1,Hello,Adele,5-Jan-16,7264437
1,Hello,Adele,6-Jan-16,7794780
1,Hello,Adele,7-Jan-16,7698858
1,Hello,Adele,8-Jan-16,7624414
1,Hello,Adele,9-Jan-16,7839509
1,Hello,Adele,10-Jan-16,6898917
1,Hello,Adele,11-Jan-16,6790024
1,Hello,Adele,12-Jan-16,6805438
1,Hello,Adele,13-Jan-16,9307130
1,Hello,Adele,14-Jan-16,9507028
1,Hello,Adele,15-Jan-16,9396596
1,Hello,Adele,16-Jan-16,7078527
1,Hello,Adele,17-Jan-16,5946194
2,Sugar,Maroon 5,14-Jan-15,2623271
2,Sugar,Maroon 6,15-Jan-15,9709034
2,Sugar,Maroon 7,16-Jan-15,10684581
2,Sugar,Maroon 8,17-Jan-15,8770751
2,Sugar,Maroon 9,18-Jan-15,6549545
2,Sugar,Maroon 10,19-Jan-15,5730092
